Action|Time|Value
KEY_DOWN | 0.149884 | D4
KEY_DOWN | 0.646839 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|5|-
-|6|-
KEY_DOWN | 0.080829 | W
KEY_DOWN | 0.215264 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.214828 | L
KEY_UP |0.0| L
KEY_DOWN | 0.118848 | C
KEY_UP |0.0| C
KEY_DOWN | 0.208694 | O
KEY_UP |0.0| O
KEY_DOWN | 0.207675 | M
KEY_UP |0.0| M
KEY_DOWN | 0.486691 | E
KEY_UP |0.0| E
KEY_DOWN | 0.142253 | D4
KEY_DOWN | 0.335439 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|6|-
-|7|-
KEY_DOWN | 0.111664 | W
KEY_DOWN | 0.245897 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.158927 | L
KEY_UP |0.0| L
KEY_DOWN | 0.087324 | C
KEY_UP |0.0| C
KEY_DOWN | 0.184311 | O
KEY_UP |0.0| O
KEY_DOWN | 0.208548 | M
KEY_UP |0.0| M
KEY_DOWN | 0.421742 | E
KEY_UP |0.0| E
KEY_DOWN | 0.175295 | D4
KEY_DOWN | 0.287398 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|7|-
-|8|-
KEY_DOWN | 0.104548 | W
KEY_DOWN | 0.182388 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.200655 | L
KEY_UP |0.0| L
KEY_DOWN | 0.142838 | C
KEY_UP |0.0| C
KEY_DOWN | 0.232013 | O
KEY_UP |0.0| O
KEY_DOWN | 0.168179 | M
KEY_UP |0.0| M
KEY_DOWN | 0.438624 | E
KEY_UP |0.0| E
KEY_DOWN | 0.070466 | D4
KEY_DOWN | 0.454881 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|8|-
-|9|-
KEY_DOWN | 0.143677 | W
KEY_DOWN | 0.262227 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.169321 | L
KEY_UP |0.0| L
KEY_DOWN | 0.127103 | C
KEY_UP |0.0| C
KEY_DOWN | 0.190080 | O
KEY_UP |0.0| O
KEY_DOWN | 0.240847 | M
KEY_UP |0.0| M
KEY_DOWN | 0.422013 | E
KEY_UP |0.0| E
KEY_DOWN | 0.143961 | D4
KEY_DOWN | 0.518936 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|9|-
-|10|-
KEY_DOWN | 0.125942 | W
KEY_DOWN | 0.167427 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.287736 | L
KEY_UP |0.0| L
KEY_DOWN | 0.096681 | C
KEY_UP |0.0| C
KEY_DOWN | 0.215442 | O
KEY_UP |0.0| O
KEY_DOWN | 0.206472 | M
KEY_UP |0.0| M
KEY_DOWN | 0.320693 | E
KEY_UP |0.0| E
KEY_DOWN | 0.126634 | D4
KEY_DOWN | 0.286540 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|10|-
-|11|-
KEY_DOWN | 0.296287 | W
KEY_DOWN | 0.406256 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.256641 | L
KEY_UP |0.0| L
KEY_DOWN | 0.141878 | C
KEY_UP |0.0| C
KEY_DOWN | 0.192205 | O
KEY_UP |0.0| O
KEY_DOWN | 0.144182 | M
KEY_UP |0.0| M
KEY_DOWN | 0.678773 | E
KEY_UP |0.0| E
KEY_DOWN | 0.127291 | D4
KEY_DOWN | 0.623094 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|11|-
-|12|-
KEY_DOWN | 0.064256 | W
KEY_DOWN | 0.213898 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.191628 | L
KEY_UP |0.0| L
KEY_DOWN | 0.104054 | C
KEY_UP |0.0| C
KEY_DOWN | 0.184550 | O
KEY_UP |0.0| O
KEY_DOWN | 0.245678 | M
KEY_UP |0.0| M
KEY_DOWN | 0.353323 | E
KEY_UP |0.0| E
KEY_DOWN | 0.206750 | D4
KEY_DOWN | 0.509695 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|12|-
-|13|-
KEY_DOWN | 0.102236 | W
KEY_DOWN | 0.249587 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.109508 | L
KEY_UP |0.0| L
KEY_DOWN | 0.135664 | C
KEY_UP |0.0| C
KEY_DOWN | 0.168796 | O
KEY_UP |0.0| O
KEY_DOWN | 0.197980 | M
KEY_UP |0.0| M
KEY_DOWN | 0.448081 | E
KEY_UP |0.0| E
KEY_DOWN | 0.142658 | D4
KEY_DOWN | 0.230439 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|13|-
-|14|-
KEY_DOWN | 0.096085 | W
KEY_DOWN | 0.174545 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.136143 | L
KEY_UP |0.0| L
KEY_DOWN | 0.087200 | C
KEY_UP |0.0| C
KEY_DOWN | 0.159088 | O
KEY_UP |0.0| O
KEY_DOWN | 0.198312 | M
KEY_UP |0.0| M
KEY_DOWN | 0.335315 | E
KEY_UP |0.0| E
KEY_DOWN | 0.136097 | D4
KEY_DOWN | 0.174604 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|14|-
-|15|-
KEY_DOWN | 0.744842 | W
KEY_DOWN | 0.102936 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.174505 | L
KEY_UP |0.0| L
KEY_DOWN | 0.496595 | C
KEY_UP |0.0| C
KEY_DOWN | 0.151380 | O
KEY_UP |0.0| O
KEY_DOWN | 0.174564 | M
KEY_UP |0.0| M
KEY_DOWN | 0.631674 | E
KEY_UP |0.0| E
KEY_DOWN | 0.583708 | D4
KEY_DOWN | 0.215583 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|15|-
-|16|-
KEY_DOWN | 0.088607 | W
KEY_DOWN | 0.238525 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.135451 | L
KEY_UP |0.0| L
KEY_DOWN | 0.105102 | C
KEY_UP |0.0| C
KEY_DOWN | 0.165956 | O
KEY_UP |0.0| O
KEY_DOWN | 0.408092 | M
KEY_UP |0.0| M
KEY_DOWN | 0.599686 | E
KEY_UP |0.0| E
KEY_DOWN | 0.126348 | D4
KEY_DOWN | 0.191235 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|16|-
-|17|-
KEY_DOWN | 0.168430 | W
KEY_DOWN | 0.183308 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.247450 | L
KEY_UP |0.0| L
KEY_DOWN | 0.087786 | C
KEY_UP |0.0| C
KEY_DOWN | 0.191807 | O
KEY_UP |0.0| O
KEY_DOWN | 0.221554 | M
KEY_UP |0.0| M
KEY_DOWN | 0.312129 | E
KEY_UP |0.0| E
KEY_DOWN | 0.167511 | D4
KEY_DOWN | 0.390559 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|17|-
-|18|-
KEY_DOWN | 0.126868 | W
KEY_DOWN | 0.192536 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.148839 | L
KEY_UP |0.0| L
KEY_DOWN | 0.121472 | C
KEY_UP |0.0| C
KEY_DOWN | 0.166580 | O
KEY_UP |0.0| O
KEY_DOWN | 0.176089 | M
KEY_UP |0.0| M
KEY_DOWN | 0.365229 | E
KEY_UP |0.0| E
KEY_DOWN | 0.119474 | D4
KEY_DOWN | 0.415046 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|18|-
-|19|-
KEY_DOWN | 0.151570 | W
KEY_DOWN | 0.191569 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.159678 | L
KEY_UP |0.0| L
KEY_DOWN | 0.127604 | C
KEY_UP |0.0| C
KEY_DOWN | 0.191887 | O
KEY_UP |0.0| O
KEY_DOWN | 0.199717 | M
KEY_UP |0.0| M
KEY_DOWN | 0.304245 | E
KEY_UP |0.0| E
KEY_DOWN | 0.126208 | D4
KEY_DOWN | 0.231263 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|19|-
-|20|-
KEY_DOWN | 0.190201 | W
KEY_DOWN | 0.192034 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.166592 | L
KEY_UP |0.0| L
KEY_DOWN | 0.096219 | C
KEY_UP |0.0| C
KEY_DOWN | 0.191768 | O
KEY_UP |0.0| O
KEY_DOWN | 0.191872 | M
KEY_UP |0.0| M
KEY_DOWN | 0.404049 | E
KEY_UP |0.0| E
KEY_DOWN | 0.119421 | D4
KEY_DOWN | 0.479424 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|20|-
-|21|-
KEY_DOWN | 0.105129 | W
KEY_DOWN | 0.197992 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.176185 | L
KEY_UP |0.0| L
KEY_DOWN | 0.118889 | C
KEY_UP |0.0| C
KEY_DOWN | 0.159435 | O
KEY_UP |0.0| O
KEY_DOWN | 0.174386 | M
KEY_UP |0.0| M
KEY_DOWN | 0.384520 | E
KEY_UP |0.0| E
KEY_DOWN | 0.126314 | D4
KEY_DOWN | 0.295341 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|21|-
-|22|-
KEY_DOWN | 0.097223 | W
KEY_DOWN | 0.230080 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.158687 | L
KEY_UP |0.0| L
KEY_DOWN | 0.103970 | C
KEY_UP |0.0| C
KEY_DOWN | 0.183202 | O
KEY_UP |0.0| O
KEY_DOWN | 0.192621 | M
KEY_UP |0.0| M
KEY_DOWN | 0.390701 | E
KEY_UP |0.0| E
KEY_DOWN | 0.103010 | D4
KEY_DOWN | 0.744149 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|22|-
-|23|-
KEY_DOWN | 0.054412 | W
KEY_DOWN | 0.191106 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.174990 | L
KEY_UP |0.0| L
KEY_DOWN | 0.095142 | C
KEY_UP |0.0| C
KEY_DOWN | 0.177423 | O
KEY_UP |0.0| O
KEY_DOWN | 0.246395 | M
KEY_UP |0.0| M
KEY_DOWN | 0.303768 | E
KEY_UP |0.0| E
KEY_DOWN | 0.119026 | D4
KEY_DOWN | 0.406613 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|23|-
-|24|-
KEY_DOWN |0.208257| W
KEY_DOWN | 0.181307 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.153356 | L
KEY_UP |0.0| L
KEY_DOWN | 0.086829 | C
KEY_UP |0.0| C
KEY_DOWN | 0.207577 | O
KEY_UP |0.0| O
KEY_DOWN | 0.182581 | M
KEY_UP |0.0| M
KEY_DOWN | 0.310169 | E
KEY_UP |0.0| E
KEY_DOWN | 0.119940 | D4
KEY_DOWN | 0.495033 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|24|-
-|25|-
KEY_DOWN | 0.086588 | W
KEY_DOWN | 0.224145 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.127794 | L
KEY_UP |0.0| L
KEY_DOWN | 0.102700 | C
KEY_UP |0.0| C
KEY_DOWN | 0.183347 | O
KEY_UP |0.0| O
KEY_DOWN | 0.190432 | M
KEY_UP |0.0| M
KEY_DOWN | 0.351655 | E
KEY_UP |0.0| E
KEY_DOWN | 0.111799 | D4
KEY_DOWN | 0.415744 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|25|-
-|26|-
KEY_DOWN | 0.053905 | W
KEY_DOWN | 0.208566 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.135469 | L
KEY_UP |0.0| L
KEY_DOWN | 0.087485 | C
KEY_UP |0.0| C
KEY_DOWN | 0.182116 | O
KEY_UP |0.0| O
KEY_DOWN | 0.143065 | M
KEY_UP |0.0| M
KEY_DOWN | 0.320752 | E
KEY_UP |0.0| E
KEY_DOWN | 0.094434 | D4
KEY_DOWN | 0.190374 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|26|-
-|27|-
KEY_DOWN | 0.088407 | W
KEY_DOWN | 0.168261 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.165922 | L
KEY_UP |0.0| L
KEY_DOWN | 0.079994 | C
KEY_UP |0.0| C
KEY_DOWN | 0.173157 | O
KEY_UP |0.0| O
KEY_DOWN | 0.177026 | M
KEY_UP |0.0| M
KEY_DOWN | 0.325856 | E
KEY_UP |0.0| E
KEY_DOWN | 0.135436 | D4
KEY_DOWN | 0.432701 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|27|-
