Action|Time|Value
KEY_DOWN | 1.079065 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|9|-
-|10|-
KEY_DOWN | 0.116972 | W
KEY_DOWN | 0.057599 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.204137 | L
KEY_UP |0.0| L
KEY_DOWN | 0.032266 | C
KEY_UP |0.0| C
KEY_DOWN | 0.042261 | O
KEY_UP |0.0| O
KEY_DOWN | 0.157514 | M
KEY_UP |0.0| M
KEY_DOWN | 0.353472 | E
KEY_UP |0.0| E
KEY_DOWN | 0.029152 | D4
KEY_DOWN | 0.674553 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|10|-
-|11|-
KEY_DOWN | 0.833754 | W
KEY_DOWN | 0.770206 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.123576 | L
KEY_UP |0.0| L
KEY_DOWN | 0.071574 | C
KEY_UP |0.0| C
KEY_DOWN | 0.130782 | O
KEY_UP |0.0| O
KEY_DOWN | 0.062832 | M
KEY_UP |0.0| M
KEY_DOWN | 0.057675 | E
KEY_UP |0.0| E
KEY_DOWN | 0.076128 | D4
KEY_DOWN | 1.143712 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|11|-
-|12|-
KEY_DOWN | 0.019839 | W
KEY_DOWN | 0.574836 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 1.013507 | L
KEY_UP |0.0| L
KEY_DOWN | 0.055295 | C
KEY_UP |0.0| C
KEY_DOWN | 0.042608 | O
KEY_UP |0.0| O
KEY_DOWN | 0.019513 | M
KEY_UP |0.0| M
KEY_DOWN | 0.502623 | E
KEY_UP |0.0| E
KEY_DOWN | 0.039270 | D4
KEY_DOWN | 0.278165 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|12|-
-|13|-
KEY_DOWN | 0.134091 | W
KEY_DOWN | 0.136797 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.101492 | L
KEY_UP |0.0| L
KEY_DOWN | 0.105426 | C
KEY_UP |0.0| C
KEY_DOWN | 0.029332 | O
KEY_UP |0.0| O
KEY_DOWN | 0.263302 | M
KEY_UP |0.0| M
KEY_DOWN | 0.529469 | E
KEY_UP |0.0| E
KEY_DOWN | 0.033191 | D4
KEY_DOWN | 0.837875 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|13|-
-|14|-
KEY_DOWN | 0.132022 | W
KEY_DOWN | 0.040249 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.194566 | L
KEY_UP |0.0| L
KEY_DOWN | 0.038167 | C
KEY_UP |0.0| C
KEY_DOWN | 0.024808 | O
KEY_UP |0.0| O
KEY_DOWN | 0.258113 | M
KEY_UP |0.0| M
KEY_DOWN | 0.401955 | E
KEY_UP |0.0| E
KEY_DOWN | 0.039714 | D4
KEY_DOWN | 0.751037 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|14|-
-|15|-
KEY_DOWN | 0.103599 | W
KEY_DOWN | 0.031605 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.178189 | L
KEY_UP |0.0| L
KEY_DOWN | 0.029251 | C
KEY_UP |0.0| C
KEY_DOWN | 0.043578 | O
KEY_UP |0.0| O
KEY_DOWN | 0.113288 | M
KEY_UP |0.0| M
KEY_DOWN | 0.603719 | E
KEY_UP |0.0| E
KEY_DOWN | 0.006943 | D4
KEY_DOWN | 1.107772 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|15|-
-|16|-
KEY_DOWN | 0.255412 | W
KEY_DOWN | 0.356636 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.166715 | L
KEY_UP |0.0| L
KEY_DOWN | 0.059902 | C
KEY_UP |0.0| C
KEY_DOWN | 0.053971 | O
KEY_UP |0.0| O
KEY_DOWN | 0.393368 | M
KEY_UP |0.0| M
KEY_DOWN | 0.382081 | E
KEY_UP |0.0| E
KEY_DOWN | 0.014053 | D4
KEY_DOWN | 0.394878 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|16|-
-|17|-
KEY_DOWN | 0.208262 | W
KEY_DOWN | 0.086140 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.713616 | L
KEY_UP |0.0| L
KEY_DOWN | 0.026554 | C
KEY_UP |0.0| C
KEY_DOWN | 0.028770 | O
KEY_UP |0.0| O
KEY_DOWN | 0.223146 | M
KEY_UP |0.0| M
KEY_DOWN | 0.378778 | E
KEY_UP |0.0| E
KEY_DOWN | 0.012612 | D4
KEY_DOWN | 0.578800 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|17|-
-|18|-
KEY_DOWN | 0.231075 | W
KEY_DOWN | 0.026616 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.176217 | L
KEY_UP |0.0| L
KEY_DOWN | 0.060859 | C
KEY_UP |0.0| C
KEY_DOWN | 0.039681 | O
KEY_UP |0.0| O
KEY_DOWN | 0.098307 | M
KEY_UP |0.0| M
KEY_DOWN | 1.028231 | E
KEY_UP |0.0| E
KEY_DOWN | 0.298993 | D4
KEY_DOWN | 0.578800 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|18|-
-|19|-
KEY_DOWN | 2.415672 | W
KEY_DOWN | 0.088279 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.056318 | L
KEY_UP |0.0| L
KEY_DOWN | 0.099810 | C
KEY_UP |0.0| C
KEY_DOWN | 0.075888 | O
KEY_UP |0.0| O
KEY_DOWN | 0.056283 | M
KEY_UP |0.0| M
KEY_DOWN | 0.585550 | E
KEY_UP |0.0| E
KEY_DOWN | 1.430930 | D4
KEY_DOWN | 0.020271 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|19|-
-|20|-
KEY_DOWN | 0.831589 | W
KEY_DOWN | 1.621470 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.095429 | L
KEY_UP |0.0| L
KEY_DOWN | 0.010966 | C
KEY_UP |0.0| C
KEY_DOWN | 0.180334 | O
KEY_UP |0.0| O
KEY_DOWN | 0.034668 | M
KEY_UP |0.0| M
KEY_DOWN | 0.041134 | E
KEY_UP |0.0| E
KEY_DOWN | 0.027745 | D4
KEY_DOWN | 0.621757 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|20|-
-|21|-
KEY_DOWN | 0.022253 | W
KEY_DOWN | 2.553522 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 2.498529 | L
KEY_UP |0.0| L
KEY_DOWN | 0.110744 | C
KEY_UP |0.0| C
KEY_DOWN | 0.026379 | O
KEY_UP |0.0| O
KEY_DOWN | 0.356657 | M
KEY_UP |0.0| M
KEY_DOWN | 0.040484 | E
KEY_UP |0.0| E
KEY_DOWN | 0.046887 | D4
KEY_DOWN | 0.193167 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|21|-
-|22|-
KEY_DOWN | 0.436967 | W
KEY_DOWN | 0.039731 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 1.811156 | L
KEY_UP |0.0| L
KEY_DOWN | 1.261153 | C
KEY_UP |0.0| C
KEY_DOWN | 0.105846 | O
KEY_UP |0.0| O
KEY_DOWN | 0.017758 | M
KEY_UP |0.0| M
KEY_DOWN | 0.259532 | E
KEY_UP |0.0| E
KEY_DOWN | 0.043397 | D4
KEY_DOWN | 0.029832 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|22|-
-|23|-
KEY_DOWN | 0.095510 | W
KEY_DOWN | 0.569870 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.029814 | L
KEY_UP |0.0| L
KEY_DOWN | 2.809363 | C
KEY_UP |0.0| C
KEY_DOWN | 2.039386 | O
KEY_UP |0.0| O
KEY_DOWN | 0.134698 | M
KEY_UP |0.0| M
KEY_DOWN | 0.026862 | E
KEY_UP |0.0| E
KEY_DOWN | 0.330662 | D4
KEY_DOWN | 0.047102 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|23|-
-|24|-
KEY_DOWN | 0.127488 | W
KEY_DOWN | 0.043483 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.165661 | L
KEY_UP |0.0| L
KEY_DOWN | 0.037156 | C
KEY_UP |0.0| C
KEY_DOWN | 0.043577 | O
KEY_UP |0.0| O
KEY_DOWN | 0.109392 | M
KEY_UP |0.0| M
KEY_DOWN | 0.391841 | E
KEY_UP |0.0| E
KEY_DOWN | 0.033141 | D4
KEY_DOWN | 0.692455 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|24|-
-|25|-
KEY_DOWN | 0.124473 | W
KEY_DOWN | 0.062986 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.150674 | L
KEY_UP |0.0| L
KEY_DOWN | 0.057092 | C
KEY_UP |0.0| C
KEY_DOWN | 0.028719 | O
KEY_UP |0.0| O
KEY_DOWN | 0.062535 | M
KEY_UP |0.0| M
KEY_DOWN | 1.696959 | E
KEY_UP |0.0| E
KEY_DOWN | 0.039397 | D4
KEY_DOWN | 0.239098 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|25|-
-|26|-
KEY_DOWN | 0.700070 | W
KEY_DOWN | 0.051288 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.187266 | L
KEY_UP |0.0| L
KEY_DOWN | 0.057141 | C
KEY_UP |0.0| C
KEY_DOWN | 0.030434 | O
KEY_UP |0.0| O
KEY_DOWN | 0.073398 | M
KEY_UP |0.0| M
KEY_DOWN | 0.353726 | E
KEY_UP |0.0| E
KEY_DOWN | 0.030397 | D4
KEY_DOWN | 1.368008 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|26|-
-|27|-
KEY_DOWN | 0.142373 | W
KEY_DOWN | 0.059296 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.155059 | L
KEY_UP |0.0| L
KEY_DOWN | 0.147132 | C
KEY_UP |0.0| C
KEY_DOWN | 0.042838 | O
KEY_UP |0.0| O
KEY_DOWN | 0.082861 | M
KEY_UP |0.0| M
KEY_DOWN | 1.278364 | E
KEY_UP |0.0| E
KEY_DOWN | 0.044427 | D4
KEY_DOWN | 0.201851 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|27|-
