Action|Time|Value
KEY_DOWN | 0.208258 | L
KEY_UP |0.0| L
KEY_DOWN | 0.134090 | C
KEY_UP |0.0| C
KEY_DOWN | 0.151964 | O
KEY_UP |0.0| O
KEY_DOWN | 0.230711 | M
KEY_UP |0.0| M
KEY_DOWN | 0.343937 | E
KEY_UP |0.0| E
KEY_DOWN | 0.375313 | D4
KEY_DOWN | 0.278228 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|7|-
-|8|-
KEY_DOWN | 0.175307 | W
KEY_DOWN | 0.281238 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.174614 | L
KEY_UP |0.0| L
KEY_DOWN | 0.135323 | C
KEY_UP |0.0| C
KEY_DOWN | 0.150640 | O
KEY_UP |0.0| O
KEY_DOWN | 0.208097 | M
KEY_UP |0.0| M
KEY_DOWN | 0.254862 | E
KEY_UP |0.0| E
KEY_DOWN | 0.328369 | D4
KEY_DOWN | 0.310511 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|8|-
-|9|-
KEY_DOWN | 0.192542 | W
KEY_DOWN | 0.293952 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.247247 | L
KEY_UP |0.0| L
KEY_DOWN | 0.142386 | C
KEY_UP |0.0| C
KEY_DOWN | 0.176098 | O
KEY_UP |0.0| O
KEY_DOWN | 0.183991 | M
KEY_UP |0.0| M
KEY_DOWN | 0.279815 | E
KEY_UP |0.0| E
KEY_DOWN | 0.335189 | D4
KEY_DOWN | 0.286383 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|9|-
-|10|-
KEY_DOWN | 0.159492 | W
KEY_DOWN | 0.223004 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.215061 | L
KEY_UP |0.0| L
KEY_DOWN | 0.127592 | C
KEY_UP |0.0| C
KEY_DOWN | 0.143795 | O
KEY_UP |0.0| O
KEY_DOWN | 0.239075 | M
KEY_UP |0.0| M
KEY_DOWN | 0.519533 | E
KEY_UP |0.0| E
KEY_DOWN | 0.256339 | D4
KEY_DOWN | 0.532675 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|10|-
-|11|-
KEY_DOWN | 0.168037 | W
KEY_DOWN | 0.240092 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.199202 | L
KEY_UP |0.0| L
KEY_DOWN | 0.142416 | C
KEY_UP |0.0| C
KEY_DOWN | 0.144063 | O
KEY_UP |0.0| O
KEY_DOWN | 0.304512 | M
KEY_UP |0.0| M
KEY_DOWN | 0.374277 | E
KEY_UP |0.0| E
KEY_DOWN | 0.302749 | D4
KEY_DOWN | 0.454920 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|11|-
-|12|-
KEY_DOWN | 0.167733 | W
KEY_DOWN | 0.198038 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.191344 | L
KEY_UP |0.0| L
KEY_DOWN | 0.119972 | C
KEY_UP |0.0| C
KEY_DOWN | 0.152060 | O
KEY_UP |0.0| O
KEY_DOWN | 0.183508 | M
KEY_UP |0.0| M
KEY_DOWN | 0.285755 | E
KEY_UP |0.0| E
KEY_DOWN | 0.377245 | D4
KEY_DOWN |0.261073| D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|12|-
-|13|-
KEY_DOWN | 0.192842 | W
KEY_DOWN | 0.213959 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.200702 | L
KEY_UP |0.0| L
KEY_DOWN | 0.135516 | C
KEY_UP |0.0| C
KEY_DOWN | 0.142195 | O
KEY_UP |0.0| O
KEY_DOWN | 0.174900 | M
KEY_UP |0.0| M
KEY_DOWN | 0.648333 | E
KEY_UP |0.0| E
KEY_DOWN | 0.343015 | D4
KEY_DOWN | 0.830042 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|13|-
-|14|-
KEY_DOWN | 0.168164 | W
KEY_DOWN | 0.249058 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.157591 | L
KEY_UP |0.0| L
KEY_DOWN | 0.143560 | C
KEY_UP |0.0| C
KEY_DOWN | 0.200174 | O
KEY_UP |0.0| O
KEY_DOWN | 0.343885 | M
KEY_UP |0.0| M
KEY_DOWN | 0.301893 | E
KEY_UP |0.0| E
KEY_DOWN | 0.206834 | D4
KEY_DOWN | 0.367693 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|14|-
-|15|-
KEY_DOWN | 0.190749 | W
KEY_DOWN | 0.216175 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.181014 | L
KEY_UP |0.0| L
KEY_DOWN | 0.128726 | C
KEY_UP |0.0| C
KEY_DOWN | 0.319469 | O
KEY_UP |0.0| O
KEY_DOWN | 0.230303 | M
KEY_UP |0.0| M
KEY_DOWN | 0.289177 | E
KEY_UP |0.0| E
KEY_DOWN | 0.166550 | D4
KEY_DOWN | 0.830869 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|15|-
-|16|-
KEY_DOWN | 0.184687 | W
KEY_DOWN | 0.256184 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.197901 | L
KEY_UP |0.0| L
KEY_DOWN | 0.143459 | C
KEY_UP |0.0| C
KEY_DOWN | 0.159673 | O
KEY_UP |0.0| O
KEY_DOWN | 0.214767 | M
KEY_UP |0.0| M
KEY_DOWN | 0.575772 | E
KEY_UP |0.0| E
KEY_DOWN | 0.151898 | D4
KEY_DOWN | 0.318125 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|16|-
-|17|-
KEY_DOWN | 0.184074 | W
KEY_DOWN | 0.326982 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.200065 | L
KEY_UP |0.0| L
KEY_DOWN | 0.018715 | C
KEY_UP |0.0| C
KEY_DOWN | 0.174596 | O
KEY_UP |0.0| O
KEY_DOWN | 0.176373 | M
KEY_UP |0.0| M
KEY_DOWN | 0.341872 | E
KEY_UP |0.0| E
KEY_DOWN | 0.152352 | D4
KEY_DOWN | 0.310305 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|17|-
-|18|-
KEY_DOWN | 0.165943 | W
KEY_DOWN | 0.191965 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN |0.192123| L
KEY_UP |0.0| L
KEY_DOWN | 0.126151 | C
KEY_UP |0.0| C
KEY_DOWN | 0.159090 | O
KEY_UP |0.0| O
KEY_DOWN | 0.206216 | M
KEY_UP |0.0| M
KEY_DOWN | 0.312952 | E
KEY_UP |0.0| E
KEY_DOWN | 0.197621 | D4
KEY_DOWN | 0.199252 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|18|-
-|19|-
KEY_DOWN | 0.159924 | W
KEY_DOWN | 0.197521 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.184138 | L
KEY_UP |0.0| L
KEY_DOWN | 0.127708 | C
KEY_UP |0.0| C
KEY_DOWN | 0.208063 | O
KEY_UP |0.0| O
KEY_DOWN | 0.239779 | M
KEY_UP |0.0| M
KEY_DOWN | 0.526634 | E
KEY_UP |0.0| E
KEY_DOWN | 0.094261 | D4
KEY_DOWN | 0.360426 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|19|-
-|20|-
KEY_DOWN | 0.169690 | W
KEY_DOWN | 0.293016 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.175584 | L
KEY_UP |0.0| L
KEY_DOWN | 0.153572 | C
KEY_UP |0.0| C
KEY_DOWN | 0.222212 | O
KEY_UP |0.0| O
KEY_DOWN | 0.247304 | M
KEY_UP |0.0| M
KEY_DOWN | 0.288537 | E
KEY_UP |0.0| E
KEY_DOWN | 0.141007 | D4
KEY_DOWN | 0.488227 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|20|-
-|21|-
KEY_DOWN | 0.176027 | W
KEY_DOWN | 0.285880 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.191541 | L
KEY_UP |0.0| L
KEY_DOWN | 0.160711 | C
KEY_UP |0.0| C
KEY_DOWN | 0.165474 | O
KEY_UP |0.0| O
KEY_DOWN | 0.168684 | M
KEY_UP |0.0| M
KEY_DOWN | 0.415454 | E
KEY_UP |0.0| E
KEY_DOWN | 0.182533 | D4
KEY_DOWN | 0.447180 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|21|-
-|22|-
KEY_DOWN | 0.176080 | W
KEY_DOWN | 0.311738 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.199650 | L
KEY_UP |0.0| L
KEY_DOWN | 0.135453 | C
KEY_UP |0.0| C
KEY_DOWN | 0.182733 | O
KEY_UP |0.0| O
KEY_DOWN | 0.334518 | M
KEY_UP |0.0| M
KEY_DOWN | 0.375883 | E
KEY_UP |0.0| E
KEY_DOWN | 0.160603 | D4
KEY_DOWN | 0.445246 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|22|-
-|23|-
KEY_DOWN | 0.174795 | W
KEY_DOWN | 0.262864 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.169324 | L
KEY_UP |0.0| L
KEY_DOWN | 0.141650 | C
KEY_UP |0.0| C
KEY_DOWN | 0.168797 | O
KEY_UP |0.0| O
KEY_DOWN | 0.199322 | M
KEY_UP |0.0| M
KEY_DOWN | 0.262904 | E
KEY_UP |0.0| E
KEY_DOWN | 0.181952 | D4
KEY_DOWN | 0.358916 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|23|-
-|24|-
KEY_DOWN | 0.175277 | W
KEY_DOWN | 0.392206 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.222101 | L
KEY_UP |0.0| L
KEY_DOWN | 0.150928 | C
KEY_UP |0.0| C
KEY_DOWN | 0.168086 | O
KEY_UP |0.0| O
KEY_DOWN | 0.183650 | M
KEY_UP |0.0| M
KEY_DOWN | 0.302297 | E
KEY_UP |0.0| E
KEY_DOWN | 0.143775 | D4
KEY_DOWN | 0.447139 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|24|-
-|25|-
KEY_DOWN | 0.151464 | W
KEY_DOWN | 0.263952 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.175041 | L
KEY_UP |0.0| L
KEY_DOWN | 0.135188 | C
KEY_UP |0.0| C
KEY_DOWN | 0.168465 | O
KEY_UP |0.0| O
KEY_DOWN | 0.174095 | M
KEY_UP |0.0| M
KEY_DOWN | 0.256785 | E
KEY_UP |0.0| E
KEY_DOWN | 0.159453 | D4
KEY_DOWN | 0.454742 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|25|-
-|26|-
KEY_DOWN | 0.192051 | W
KEY_DOWN | 0.296465 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.181850 | L
KEY_UP |0.0| L
KEY_DOWN | 0.136060 | C
KEY_UP |0.0| C
KEY_DOWN | 0.183614 | O
KEY_UP |0.0| O
KEY_DOWN | 0.167549 | M
KEY_UP |0.0| M
KEY_DOWN | 0.294408 | E
KEY_UP |0.0| E
KEY_DOWN | 0.416851 | D4
KEY_DOWN | 0.302156 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|26|-
-|27|-
KEY_DOWN | 0.174687 | W
KEY_DOWN | 0.279608 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.184141 | L
KEY_UP |0.0| L
KEY_DOWN | 0.143960 | C
KEY_UP |0.0| C
KEY_DOWN | 0.182308 | O
KEY_UP |0.0| O
KEY_DOWN | 0.159986 | M
KEY_UP |0.0| M
KEY_DOWN | 0.247172 | E
KEY_UP |0.0| E
KEY_DOWN | 0.177209 | D4
KEY_DOWN | 0.293098 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|27|-
