Action|Time|Value
KEY_DOWN | 0.272611 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.199470 | L
KEY_UP |0.0| L
KEY_DOWN | 0.213488 | C
KEY_UP |0.0| C
KEY_DOWN | 0.192920 | O
KEY_UP |0.0| O
KEY_DOWN | 0.487014 | M
KEY_UP |0.0| M
KEY_DOWN | 0.487159 | E
KEY_UP |0.0| E
KEY_DOWN | 0.239881 | D4
KEY_DOWN | 0.325972 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|7|-
-|8|-
KEY_DOWN | 0.176600 | W
KEY_DOWN | 0.198935 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.216309 | L
KEY_UP |0.0| L
KEY_DOWN | 0.230218 | C
KEY_UP |0.0| C
KEY_DOWN | 0.191282 | O
KEY_UP |0.0| O
KEY_DOWN | 0.305221 | M
KEY_UP |0.0| M
KEY_DOWN | 0.311332 | E
KEY_UP |0.0| E
KEY_DOWN | 0.262561 | D4
KEY_DOWN | 0.286218 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|8|-
-|9|-
KEY_DOWN | 0.199753 | W
KEY_DOWN | 0.184434 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.189516 | L
KEY_UP |0.0| L
KEY_DOWN | 0.207864 | C
KEY_UP |0.0| C
KEY_DOWN | 0.193129 | O
KEY_UP |0.0| O
KEY_DOWN | 0.309826 | M
KEY_UP |0.0| M
KEY_DOWN | 0.376069 | E
KEY_UP |0.0| E
KEY_DOWN | 0.295526 | D4
KEY_DOWN | 0.574948 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|9|-
-|10|-
KEY_DOWN | 0.198096 | W
KEY_DOWN | 0.248678 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.174619 | L
KEY_UP |0.0| L
KEY_DOWN | 0.208260 | C
KEY_UP |0.0| C
KEY_DOWN | 0.182212 | O
KEY_UP |0.0| O
KEY_DOWN | 0.265061 | M
KEY_UP |0.0| M
KEY_DOWN | 0.405664 | E
KEY_UP |0.0| E
KEY_DOWN | 0.272605 | D4
KEY_DOWN | 0.391327 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|10|-
-|11|-
KEY_DOWN | 0.184537 | W
KEY_DOWN | 0.183303 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.150352 | L
KEY_UP |0.0| L
KEY_DOWN | 0.464742 | C
KEY_UP |0.0| C
KEY_DOWN | 0.174132 | O
KEY_UP |0.0| O
KEY_DOWN | 0.431697 | M
KEY_UP |0.0| M
KEY_DOWN | 0.543592 | E
KEY_UP |0.0| E
KEY_DOWN | 0.256489 | D4
KEY_DOWN | 0.302731 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|11|-
-|12|-
KEY_DOWN | 0.446831 | W
KEY_DOWN | 0.398004 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.233086 | L
KEY_UP |0.0| L
KEY_DOWN | 0.126354 | C
KEY_UP |0.0| C
KEY_DOWN | 0.087932 | O
KEY_UP |0.0| O
KEY_DOWN | 0.365943 | M
KEY_UP |0.0| M
KEY_DOWN | 0.552811 | E
KEY_UP |0.0| E
KEY_DOWN | 0.245975 | D4
KEY_DOWN | 0.198485 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|12|-
-|13|-
KEY_DOWN | 0.191570 | W
KEY_DOWN | 0.239142 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.151521 | L
KEY_UP |0.0| L
KEY_DOWN | 0.183759 | C
KEY_UP |0.0| C
KEY_DOWN | 0.199733 | O
KEY_UP |0.0| O
KEY_DOWN | 0.279299 | M
KEY_UP |0.0| M
KEY_DOWN | 0.367681 | E
KEY_UP |0.0| E
KEY_DOWN | 0.263554 | D4
KEY_DOWN | 0.367038 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|13|-
-|14|-
KEY_DOWN | 0.198076 | W
KEY_DOWN | 0.264229 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.143384 | L
KEY_UP |0.0| L
KEY_DOWN | 0.166600 | C
KEY_UP |0.0| C
KEY_DOWN | 0.168625 | O
KEY_UP |0.0| O
KEY_DOWN | 0.359323 | M
KEY_UP |0.0| M
KEY_DOWN | 0.422628 | E
KEY_UP |0.0| E
KEY_DOWN | 0.255538 | D4
KEY_DOWN | 0.295059 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|14|-
-|15|-
KEY_DOWN | 0.231167 | W
KEY_DOWN | 0.471312 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.175476 | L
KEY_UP |0.0| L
KEY_DOWN | 0.201194 | C
KEY_UP |0.0| C
KEY_DOWN | 0.207387 | O
KEY_UP |0.0| O
KEY_DOWN | 0.405873 | M
KEY_UP |0.0| M
KEY_DOWN | 0.407809 | E
KEY_UP |0.0| E
KEY_DOWN | 0.255923 | D4
KEY_DOWN | 0.470213 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|15|-
-|16|-
KEY_DOWN | 0.191907 | W
KEY_DOWN | 0.254694 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.174933 | L
KEY_UP |0.0| L
KEY_DOWN | 0.176355 | C
KEY_UP |0.0| C
KEY_DOWN | 0.191578 | O
KEY_UP |0.0| O
KEY_DOWN | 0.256512 | M
KEY_UP |0.0| M
KEY_DOWN | 0.277734 | E
KEY_UP |0.0| E
KEY_DOWN | 0.359087 | D4
KEY_DOWN | 0.247111 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|16|-
-|17|-
KEY_DOWN | 0.216363 | W
KEY_DOWN | 0.247606 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.166213 | L
KEY_UP |0.0| L
KEY_DOWN | 0.169356 | C
KEY_UP |0.0| C
KEY_DOWN | 0.175884 | O
KEY_UP |0.0| O
KEY_DOWN | 0.310348 | M
KEY_UP |0.0| M
KEY_DOWN | 0.472212 | E
KEY_UP |0.0| E
KEY_DOWN | 0.229495 | D4
KEY_DOWN | 0.230965 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|17|-
-|18|-
KEY_DOWN | 0.168389 | W
KEY_DOWN | 0.215659 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.157600 | L
KEY_UP |0.0| L
KEY_DOWN | 0.175962 | C
KEY_UP |0.0| C
KEY_DOWN | 0.184724 | O
KEY_UP |0.0| O
KEY_DOWN | 0.223352 | M
KEY_UP |0.0| M
KEY_DOWN | 0.342658 | E
KEY_UP |0.0| E
KEY_DOWN | 0.230427 | D4
KEY_DOWN | 0.247461 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|18|-
-|19|-
KEY_DOWN | 0.192670 | W
KEY_DOWN | 0.198271 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.151200 | L
KEY_UP |0.0| L
KEY_DOWN | 0.151123 | C
KEY_UP |0.0| C
KEY_DOWN | 0.167976 | O
KEY_UP |0.0| O
KEY_DOWN | 0.383372 | M
KEY_UP |0.0| M
KEY_DOWN | 0.328231 | E
KEY_UP |0.0| E
KEY_DOWN | 0.239437 | D4
KEY_DOWN | 0.254469 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|19|-
-|20|-
KEY_DOWN | 0.184583 | W
KEY_DOWN | 0.190502 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.167455 | L
KEY_UP |0.0| L
KEY_DOWN | 0.231461 | C
KEY_UP |0.0| C
KEY_DOWN | 0.215579 | O
KEY_UP |0.0| O
KEY_DOWN | 0.367594 | M
KEY_UP |0.0| M
KEY_DOWN | 0.271551 | E
KEY_UP |0.0| E
KEY_DOWN | 0.247671 | D4
KEY_DOWN | 0.254896 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|20|-
-|21|-
KEY_DOWN | 0.184466 | W
KEY_DOWN | 0.181965 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.167737 | L
KEY_UP |0.0| L
KEY_DOWN | 0.199946 | C
KEY_UP |0.0| C
KEY_DOWN | 0.142738 | O
KEY_UP |0.0| O
KEY_DOWN | 0.431771 | M
KEY_UP |0.0| M
KEY_DOWN | 0.271984 | E
KEY_UP |0.0| E
KEY_DOWN | 0.239078 | D4
KEY_DOWN | 0.255364 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|21|-
-|22|-
KEY_DOWN | 0.192240 | W
KEY_DOWN | 0.200003 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.158084 | L
KEY_UP |0.0| L
KEY_DOWN | 0.190985 | C
KEY_UP |0.0| C
KEY_DOWN | 0.095965 | O
KEY_UP |0.0| O
KEY_DOWN | 0.526989 | M
KEY_UP |0.0| M
KEY_DOWN | 0.625827 | E
KEY_UP |0.0| E
KEY_DOWN | 0.286751 | D4
KEY_DOWN | 0.476609 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|22|-
-|23|-
KEY_DOWN | 0.176587 | W
KEY_DOWN | 0.238143 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.143403 | L
KEY_UP |0.0| L
KEY_DOWN | 0.168260 | C
KEY_UP |0.0| C
KEY_DOWN | 0.160158 | O
KEY_UP |0.0| O
KEY_DOWN | 0.382434 | M
KEY_UP |0.0| M
KEY_DOWN | 0.287438 | E
KEY_UP |0.0| E
KEY_DOWN | 0.240475 | D4
KEY_DOWN | 0.374212 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|23|-
-|24|-
KEY_DOWN | 0.172847 | W
KEY_DOWN | 0.200223 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.135318 | L
KEY_UP |0.0| L
KEY_DOWN | 0.176675 | C
KEY_UP |0.0| C
KEY_DOWN | 0.165647 | O
KEY_UP |0.0| O
KEY_DOWN | 0.248337 | M
KEY_UP |0.0| M
KEY_DOWN | 0.319464 | E
KEY_UP |0.0| E
KEY_DOWN | 0.230891 | D4
KEY_DOWN | 0.223845 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|24|-
-|25|-
KEY_DOWN | 0.193162 | W
KEY_DOWN | 0.189747 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.144559 | L
KEY_UP |0.0| L
KEY_DOWN | 0.159614 | C
KEY_UP |0.0| C
KEY_DOWN | 0.142209 | O
KEY_UP |0.0| O
KEY_DOWN | 0.248935 | M
KEY_UP |0.0| M
KEY_DOWN | 0.319293 | E
KEY_UP |0.0| E
KEY_DOWN | 0.238557 | D4
KEY_DOWN | 0.246701 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|25|-
-|26|-
KEY_DOWN | 0.185161 | W
KEY_DOWN | 0.213994 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.151472 | L
KEY_UP |0.0| L
KEY_DOWN | 0.167901 | C
KEY_UP |0.0| C
KEY_DOWN | 0.110756 | O
KEY_UP |0.0| O
KEY_DOWN | 0.416256 | M
KEY_UP |0.0| M
KEY_DOWN | 0.351164 | E
KEY_UP |0.0| E
KEY_DOWN | 0.256163 | D4
KEY_DOWN | 0.237310 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|26|-
-|27|-
KEY_DOWN | 0.188952 | W
KEY_DOWN | 0.231661 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.151579 | L
KEY_UP |0.0| L
KEY_DOWN | 0.143796 | C
KEY_UP |0.0| C
KEY_DOWN | 0.142432 | O
KEY_UP |0.0| O
KEY_DOWN | 0.399688 | M
KEY_UP |0.0| M
KEY_DOWN | 0.375306 | E
KEY_UP |0.0| E
KEY_DOWN | 0.257090 | D4
KEY_DOWN | 0.806035 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|27|-
