Action|Time|Value
-|5|-
-|6|-
KEY_DOWN | 0.251259 | W
KEY_DOWN | 0.039390 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.021521 | L
KEY_UP |0.0| L
KEY_DOWN | 0.102155 | C
KEY_UP |0.0| C
KEY_DOWN | 0.434783 | O
KEY_UP |0.0| O
KEY_DOWN | 0.010313 | M
KEY_UP |0.0| M
KEY_DOWN | 0.077374 | E
KEY_UP |0.0| E
KEY_DOWN | 0.460026 | D4
KEY_DOWN | 0.028085 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|6|-
-|7|-
KEY_DOWN | 0.095001 | W
KEY_DOWN | 0.156139 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.059492 | L
KEY_UP |0.0| L
KEY_DOWN | 0.030751 | C
KEY_UP |0.0| C
KEY_DOWN | 0.004852 | O
KEY_UP |0.0| O
KEY_DOWN | 0.416416 | M
KEY_UP |0.0| M
KEY_DOWN | 0.014219 | E
KEY_UP |0.0| E
KEY_DOWN | 0.136172 | D4
KEY_DOWN | 0.373184 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|7|-
-|8|-
KEY_DOWN | 0.037306 | W
KEY_DOWN | 0.097337 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.135487 | L
KEY_UP |0.0| L
KEY_DOWN | 0.026280 | C
KEY_UP |0.0| C
KEY_DOWN | 0.021271 | O
KEY_UP |0.0| O
KEY_DOWN | 0.088229 | M
KEY_UP |0.0| M
KEY_DOWN | 0.396811 | E
KEY_UP |0.0| E
KEY_DOWN | 0.009293 | D4
KEY_DOWN | 0.109020 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|8|-
-|9|-
KEY_DOWN | 0.084895 | W
KEY_DOWN | 0.034292 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.076945 | L
KEY_UP |0.0| L
KEY_DOWN | 0.188311 | C
KEY_UP |0.0| C
KEY_DOWN | 0.070161 | O
KEY_UP |0.0| O
KEY_DOWN | 0.026574 | M
KEY_UP |0.0| M
KEY_DOWN | 0.019864 | E
KEY_UP |0.0| E
KEY_DOWN | 0.314478 | D4
KEY_DOWN | 0.022028 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|9|-
-|10|-
KEY_DOWN | 0.092708 | W
KEY_DOWN | 0.092448 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.013334 | L
KEY_UP |0.0| L
KEY_DOWN | 0.144124 | C
KEY_UP |0.0| C
KEY_DOWN | 0.341756 | O
KEY_UP |0.0| O
KEY_DOWN | 0.022083 | M
KEY_UP |0.0| M
KEY_DOWN | 0.015288 | E
KEY_UP |0.0| E
KEY_DOWN | 0.125558 | D4
KEY_DOWN | 0.261342 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|10|-
-|11|-
KEY_DOWN | 0.016777 | W
KEY_DOWN | 0.014278 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.022246 | L
KEY_UP |0.0| L
KEY_DOWN | 0.013231 | C
KEY_UP |0.0| C
KEY_DOWN | 0.128079 | O
KEY_UP |0.0| O
KEY_DOWN | 0.012393 | M
KEY_UP |0.0| M
KEY_DOWN | 0.029404 | E
KEY_UP |0.0| E
KEY_DOWN | 0.040234 | D4
KEY_DOWN | 0.138895 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|11|-
-|12|-
KEY_DOWN | 0.349326 | W
KEY_DOWN | 0.003241 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.029347 | L
KEY_UP |0.0| L
KEY_DOWN | 0.287054 | C
KEY_UP |0.0| C
KEY_DOWN | 0.035447 | O
KEY_UP |0.0| O
KEY_DOWN | 0.029322 | M
KEY_UP |0.0| M
KEY_DOWN | 0.332341 | E
KEY_UP |0.0| E
KEY_DOWN | 0.006803 | D4
KEY_DOWN | 0.020713 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|12|-
-|13|-
KEY_DOWN | 0.056334 | W
KEY_DOWN | 0.236142 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.022013 | L
KEY_UP |0.0| L
KEY_DOWN | 0.089387 | C
KEY_UP |0.0| C
KEY_DOWN | 0.053280 | O
KEY_UP |0.0| O
KEY_DOWN | 0.039231 | M
KEY_UP |0.0| M
KEY_DOWN | 0.108667 | E
KEY_UP |0.0| E
KEY_DOWN | 0.302364 | D4
KEY_DOWN | 0.059823 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|13|-
-|14|-
KEY_DOWN | 0.006788 | W
KEY_DOWN | 0.171437 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.077223 | L
KEY_UP |0.0| L
KEY_DOWN | 0.014831 | C
KEY_UP |0.0| C
KEY_DOWN | 0.081686 | O
KEY_UP |0.0| O
KEY_DOWN | 0.124831 | M
KEY_UP |0.0| M
KEY_DOWN | 0.042137 | E
KEY_UP |0.0| E
KEY_DOWN | 0.061340 | D4
KEY_DOWN | 0.070162 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|14|-
-|15|-
KEY_DOWN | 0.047967 | W
KEY_DOWN | 0.035223 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.127474 | L
KEY_UP |0.0| L
KEY_DOWN | 0.293613 | C
KEY_UP |0.0| C
KEY_DOWN | 0.047575 | O
KEY_UP |0.0| O
KEY_DOWN | 0.030947 | M
KEY_UP |0.0| M
KEY_DOWN | 0.318628 | E
KEY_UP |0.0| E
KEY_DOWN | 0.021886 | D4
KEY_DOWN | 0.022805 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|15|-
-|16|-
KEY_DOWN | 0.196821 | W
KEY_DOWN | 0.038312 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.027133 | L
KEY_UP |0.0| L
KEY_DOWN | 0.061478 | C
KEY_UP |0.0| C
KEY_DOWN | 0.333428 | O
KEY_UP |0.0| O
KEY_DOWN | 0.009418 | M
KEY_UP |0.0| M
KEY_DOWN | 0.100176 | E
KEY_UP |0.0| E
KEY_DOWN | 0.310252 | D4
KEY_DOWN | 0.023339 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|16|-
-|17|-
KEY_DOWN | 0.030170 | W
KEY_DOWN | 0.168547 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.067773 | L
KEY_UP |0.0| L
KEY_DOWN | 0.042083 | C
KEY_UP |0.0| C
KEY_DOWN | 0.046158 | O
KEY_UP |0.0| O
KEY_DOWN | 0.283239 | M
KEY_UP |0.0| M
KEY_DOWN | 0.013431 | E
KEY_UP |0.0| E
KEY_DOWN | 0.047515 | D4
KEY_DOWN | 0.292568 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|17|-
-|18|-
KEY_DOWN | 0.038256 | W
KEY_DOWN | 0.022981 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.054620 | L
KEY_UP |0.0| L
KEY_DOWN | 0.066281 | C
KEY_UP |0.0| C
KEY_DOWN | 0.063014 | O
KEY_UP |0.0| O
KEY_DOWN | 0.158894 | M
KEY_UP |0.0| M
KEY_DOWN | 0.062133 | E
KEY_UP |0.0| E
KEY_DOWN | 0.020586 | D4
KEY_DOWN | 0.062309 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|18|-
-|19|-
KEY_DOWN | 0.075580 | W
KEY_DOWN | 0.190266 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.029210 | L
KEY_UP |0.0| L
KEY_DOWN | 0.037806 | C
KEY_UP |0.0| C
KEY_DOWN | 0.256212 | O
KEY_UP |0.0| O
KEY_DOWN | 0.040625 | M
KEY_UP |0.0| M
KEY_DOWN | 0.013565 | E
KEY_UP |0.0| E
KEY_DOWN | 0.064482 | D4
KEY_DOWN | 0.252583 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|19|-
-|20|-
KEY_DOWN | 0.021108 | W
KEY_DOWN | 0.071336 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.181592 | L
KEY_UP |0.0| L
KEY_DOWN | 0.034022 | C
KEY_UP |0.0| C
KEY_DOWN | 0.091788 | O
KEY_UP |0.0| O
KEY_DOWN | 0.117971 | M
KEY_UP |0.0| M
KEY_DOWN | 0.058418 | E
KEY_UP |0.0| E
KEY_DOWN | 0.031169 | D4
KEY_DOWN | 0.066276 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|20|-
-|21|-
KEY_DOWN | 0.196930 | W
KEY_DOWN | 0.012956 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.085598 | L
KEY_UP |0.0| L
KEY_DOWN | 0.126148 | C
KEY_UP |0.0| C
KEY_DOWN | 0.031140 | O
KEY_UP |0.0| O
KEY_DOWN | 0.050257 | M
KEY_UP |0.0| M
KEY_DOWN | 0.022793 | E
KEY_UP |0.0| E
KEY_DOWN | 0.038468 | D4
KEY_DOWN | 0.033163 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|21|-
-|22|-
KEY_DOWN | 0.100110 | W
KEY_DOWN | 0.134712 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.019604 | L
KEY_UP |0.0| L
KEY_DOWN | 0.061311 | C
KEY_UP |0.0| C
KEY_DOWN | 0.439325 | O
KEY_UP |0.0| O
KEY_DOWN | 0.022182 | M
KEY_UP |0.0| M
KEY_DOWN | 0.065903 | E
KEY_UP |0.0| E
KEY_DOWN | 0.038494 | D4
KEY_DOWN | 0.029291 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|22|-
-|23|-
KEY_DOWN | 0.039064 | W
KEY_DOWN | 0.074630 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.285994 | L
KEY_UP |0.0| L
KEY_DOWN | 0.011141 | C
KEY_UP |0.0| C
KEY_DOWN | 0.023582 | O
KEY_UP |0.0| O
KEY_DOWN | 0.142567 | M
KEY_UP |0.0| M
KEY_DOWN | 0.035397 | E
KEY_UP |0.0| E
KEY_DOWN | 0.053983 | D4
KEY_DOWN | 0.039183 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|23|-
-|24|-
KEY_DOWN | 0.088884 | W
KEY_DOWN | 0.037971 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.096354 | L
KEY_UP |0.0| L
KEY_DOWN | 0.262180 | C
KEY_UP |0.0| C
KEY_DOWN | 0.024646 | O
KEY_UP |0.0| O
KEY_DOWN | 0.051141 | M
KEY_UP |0.0| M
KEY_DOWN | 0.454521 | E
KEY_UP |0.0| E
KEY_DOWN | 0.013593 | D4
KEY_DOWN | 0.066133 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|24|-
-|25|-
KEY_DOWN | 0.024072 | W
KEY_DOWN | 0.052125 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.016589 | L
KEY_UP |0.0| L
KEY_DOWN | 0.097265 | C
KEY_UP |0.0| C
KEY_DOWN | 0.135736 | O
KEY_UP |0.0| O
KEY_DOWN | 0.039425 | M
KEY_UP |0.0| M
KEY_DOWN | 0.098108 | E
KEY_UP |0.0| E
KEY_DOWN | 0.063888 | D4
KEY_DOWN | 0.029248 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|25|-
-|26|-
KEY_DOWN | 0.104049 | W
KEY_DOWN | 0.319433 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.051362 | L
KEY_UP |0.0| L
KEY_DOWN | 0.016119 | C
KEY_UP |0.0| C
KEY_DOWN | 0.099591 | O
KEY_UP |0.0| O
KEY_DOWN | 0.257366 | M
KEY_UP |0.0| M
KEY_DOWN | 0.013349 | E
KEY_UP |0.0| E
KEY_DOWN | 0.063207 | D4
KEY_DOWN | 0.191761 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|26|-
-|27|-
KEY_DOWN | 0.022489 | W
KEY_DOWN | 0.056517 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.118458 | L
KEY_UP |0.0| L
KEY_DOWN | 0.059296 | C
KEY_UP |0.0| C
KEY_DOWN | 0.040295 | O
KEY_UP |0.0| O
KEY_DOWN | 0.036195 | M
KEY_UP |0.0| M
KEY_DOWN | 0.000074 | E
KEY_UP |0.0| E
KEY_DOWN | 0.239642 | D4
KEY_DOWN | 0.060714 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|27|-
