Action|Time|Value
KEY_DOWN | 0.486325 | E
KEY_UP |0.0| E
KEY_DOWN | 0.766895 | D4
KEY_DOWN | 0.209479 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|4|-
-|5|-
KEY_DOWN | 0.101632 | W
KEY_DOWN | 0.136619 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.174404 | L
KEY_UP |0.0| L
KEY_DOWN | 0.160882 | C
KEY_UP |0.0| C
KEY_DOWN | 0.086099 | O
KEY_UP |0.0| O
KEY_DOWN | 0.406751 | M
KEY_UP |0.0| M
KEY_DOWN | 0.632877 | E
KEY_UP |0.0| E
KEY_DOWN | 0.230970 | D4
KEY_DOWN | 0.846435 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|5|-
-|6|-
KEY_DOWN | 0.111831 | W
KEY_DOWN | 0.159367 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.134912 | L
KEY_UP |0.0| L
KEY_DOWN | 0.191947 | C
KEY_UP |0.0| C
KEY_DOWN | 0.102193 | O
KEY_UP |0.0| O
KEY_DOWN | 0.175735 | M
KEY_UP |0.0| M
KEY_DOWN | 0.705181 | E
KEY_UP |0.0| E
KEY_DOWN | 0.534450 | D4
KEY_DOWN | 0.358841 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|6|-
-|7|-
KEY_DOWN | 0.078914 | W
KEY_DOWN | 0.135150 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.173580 | L
KEY_UP |0.0| L
KEY_DOWN | 0.145247 | C
KEY_UP |0.0| C
KEY_DOWN | 0.085705 | O
KEY_UP |0.0| O
KEY_DOWN | 0.175644 | M
KEY_UP |0.0| M
KEY_DOWN | 0.801374 | E
KEY_UP |0.0| E
KEY_DOWN | 0.325470 | D4
KEY_DOWN | 0.328350 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|7|-
-|8|-
KEY_DOWN | 0.093796 | W
KEY_DOWN | 0.169453 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.213589 | L
KEY_UP |0.0| L
KEY_DOWN | 0.128038 | C
KEY_UP |0.0| C
KEY_DOWN | 0.080498 | O
KEY_UP |0.0| O
KEY_DOWN | 0.214567 | M
KEY_UP |0.0| M
KEY_DOWN | 0.487473 | E
KEY_UP |0.0| E
KEY_DOWN | 0.303381 | D4
KEY_DOWN | 0.234584 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|8|-
-|9|-
KEY_DOWN | 0.991769 | W
KEY_DOWN | 0.086601 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.192337 | L
KEY_UP |0.0| L
KEY_DOWN | 0.157861 | C
KEY_UP |0.0| C
KEY_DOWN | 0.143555 | O
KEY_UP |0.0| O
KEY_DOWN | 0.080234 | M
KEY_UP |0.0| M
KEY_DOWN | 0.167384 | E
KEY_UP |0.0| E
KEY_DOWN | 0.606564 | D4
KEY_DOWN | 0.383685 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|9|-
-|10|-
KEY_DOWN | 0.103244 | W
KEY_DOWN | 0.200169 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.152663 | L
KEY_UP |0.0| L
KEY_DOWN | 0.134382 | C
KEY_UP |0.0| C
KEY_DOWN | 0.070674 | O
KEY_UP |0.0| O
KEY_DOWN | 0.183592 | M
KEY_UP |0.0| M
KEY_DOWN | 0.639667 | E
KEY_UP |0.0| E
KEY_DOWN | 0.432060 | D4
KEY_DOWN | 0.302241 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|10|-
-|11|-
KEY_DOWN | 0.071028 | W
KEY_DOWN | 0.160330 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.213866 | L
KEY_UP |0.0| L
KEY_DOWN | 0.143806 | C
KEY_UP |0.0| C
KEY_DOWN | 0.097156 | O
KEY_UP |0.0| O
KEY_DOWN | 0.165483 | M
KEY_UP |0.0| M
KEY_DOWN | 0.425702 | E
KEY_UP |0.0| E
KEY_DOWN | 0.278322 | D4
KEY_DOWN | 0.726061 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|11|-
-|12|-
KEY_DOWN | 0.127035 | W
KEY_DOWN | 0.144267 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.175457 | L
KEY_UP |0.0| L
KEY_DOWN | 0.159156 | C
KEY_UP |0.0| C
KEY_DOWN | 0.087230 | O
KEY_UP |0.0| O
KEY_DOWN | 0.144078 | M
KEY_UP |0.0| M
KEY_DOWN | 0.575542 | E
KEY_UP |0.0| E
KEY_DOWN | 0.304599 | D4
KEY_DOWN | 0.277442 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|12|-
-|13|-
KEY_DOWN | 0.087200 | W
KEY_DOWN | 0.167267 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.144061 | L
KEY_UP |0.0| L
KEY_DOWN | 0.168217 | C
KEY_UP |0.0| C
KEY_DOWN | 0.095377 | O
KEY_UP |0.0| O
KEY_DOWN | 0.183110 | M
KEY_UP |0.0| M
KEY_DOWN | 0.670747 | E
KEY_UP |0.0| E
KEY_DOWN | 0.272076 | D4
KEY_DOWN | 0.358549 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|13|-
-|14|-
KEY_DOWN | 0.094289 | W
KEY_DOWN | 0.160465 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.212997 | L
KEY_UP |0.0| L
KEY_DOWN | 0.168646 | C
KEY_UP |0.0| C
KEY_DOWN | 0.102789 | O
KEY_UP |0.0| O
KEY_DOWN | 0.200732 | M
KEY_UP |0.0| M
KEY_DOWN | 0.606174 | E
KEY_UP |0.0| E
KEY_DOWN | 0.438926 | D4
KEY_DOWN | 0.318293 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|14|-
-|15|-
KEY_DOWN | 0.111475 | W
KEY_DOWN | 0.176580 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.173284 | L
KEY_UP |0.0| L
KEY_DOWN | 0.176085 | C
KEY_UP |0.0| C
KEY_DOWN | 0.079174 | O
KEY_UP |0.0| O
KEY_DOWN | 0.223972 | M
KEY_UP |0.0| M
KEY_DOWN | 0.471188 | E
KEY_UP |0.0| E
KEY_DOWN | 0.287400 | D4
KEY_DOWN | 0.695449 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|15|-
-|16|-
KEY_DOWN | 0.095025 | W
KEY_DOWN | 0.198405 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.144357 | L
KEY_UP |0.0| L
KEY_DOWN | 0.160306 | C
KEY_UP |0.0| C
KEY_DOWN | 0.079613 | O
KEY_UP |0.0| O
KEY_DOWN | 0.285718 | M
KEY_UP |0.0| M
KEY_DOWN | 0.511990 | E
KEY_UP |0.0| E
KEY_DOWN | 0.422967 | D4
KEY_DOWN | 0.519274 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|16|-
-|17|-
KEY_DOWN | 0.072774 | W
KEY_DOWN | 0.135867 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.157905 | L
KEY_UP |0.0| L
KEY_DOWN | 0.199579 | C
KEY_UP |0.0| C
KEY_DOWN | 0.118996 | O
KEY_UP |0.0| O
KEY_DOWN | 0.384682 | M
KEY_UP |0.0| M
KEY_DOWN | 0.502661 | E
KEY_UP |0.0| E
KEY_DOWN | 0.255261 | D4
KEY_DOWN | 1.038670 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|17|-
-|18|-
KEY_DOWN | 0.079643 | W
KEY_DOWN | 0.168166 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.238628 | L
KEY_UP |0.0| L
KEY_DOWN | 0.134286 | C
KEY_UP |0.0| C
KEY_DOWN | 0.104309 | O
KEY_UP |0.0| O
KEY_DOWN | 0.181976 | M
KEY_UP |0.0| M
KEY_DOWN | 0.489171 | E
KEY_UP |0.0| E
KEY_DOWN | 0.295284 | D4
KEY_DOWN | 0.422503 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|18|-
-|19|-
KEY_DOWN | 0.063554 | W
KEY_DOWN | 0.127398 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.182684 | L
KEY_UP |0.0| L
KEY_DOWN | 0.176470 | C
KEY_UP |0.0| C
KEY_DOWN | 0.071045 | O
KEY_UP |0.0| O
KEY_DOWN | 0.207232 | M
KEY_UP |0.0| M
KEY_DOWN | 0.359114 | E
KEY_UP |0.0| E
KEY_DOWN | 0.351203 | D4
KEY_DOWN | 0.302664 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|19|-
-|20|-
KEY_DOWN | 0.085355 | W
KEY_DOWN | 0.153147 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.149703 | L
KEY_UP |0.0| L
KEY_DOWN | 0.208622 | C
KEY_UP |0.0| C
KEY_DOWN | 0.118416 | O
KEY_UP |0.0| O
KEY_DOWN | 0.246874 | M
KEY_UP |0.0| M
KEY_DOWN | 0.454453 | E
KEY_UP |0.0| E
KEY_DOWN | 0.263543 | D4
KEY_DOWN | 0.774152 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|20|-
-|21|-
KEY_DOWN | 0.103777 | W
KEY_DOWN | 0.317858 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.142950 | L
KEY_UP |0.0| L
KEY_DOWN | 0.153324 | C
KEY_UP |0.0| C
KEY_DOWN | 0.086143 | O
KEY_UP |0.0| O
KEY_DOWN | 0.312445 | M
KEY_UP |0.0| M
KEY_DOWN | 0.462314 | E
KEY_UP |0.0| E
KEY_DOWN | 0.966462 | D4
KEY_DOWN | 0.142950 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|21|-
-|22|-
KEY_DOWN | 0.119595 | W
KEY_DOWN | 0.143507 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.167221 | L
KEY_UP |0.0| L
KEY_DOWN | 0.200368 | C
KEY_UP |0.0| C
KEY_DOWN | 0.104188 | O
KEY_UP |0.0| O
KEY_DOWN | 0.198181 | M
KEY_UP |0.0| M
KEY_DOWN |0.575327| E
KEY_UP |0.0| E
KEY_DOWN | 0.288179 | D4
KEY_DOWN | 0.350144 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|22|-
-|23|-
KEY_DOWN | 0.079697 | W
KEY_DOWN | 0.143312 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.262542 | L
KEY_UP |0.0| L
KEY_DOWN | 0.143434 | C
KEY_UP |0.0| C
KEY_DOWN | 0.103273 | O
KEY_UP |0.0| O
KEY_DOWN | 0.294032 | M
KEY_UP |0.0| M
KEY_DOWN | 0.439518 | E
KEY_UP |0.0| E
KEY_DOWN | 0.225945 | D4
KEY_DOWN | 0.356716 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|23|-
-|24|-
KEY_DOWN | 0.101156 | W
KEY_DOWN | 0.159704 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.199763 | L
KEY_UP |0.0| L
KEY_DOWN | 0.224426 | C
KEY_UP |0.0| C
KEY_DOWN | 0.159632 | O
KEY_UP |0.0| O
KEY_DOWN | 0.287425 | M
KEY_UP |0.0| M
KEY_DOWN | 0.799764 | E
KEY_UP |0.0| E
KEY_DOWN | 0.582388 | D4
KEY_DOWN | 0.319021 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|24|-
-|25|-
KEY_DOWN | 0.141424 | W
KEY_DOWN | 0.176414 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.191425 | L
KEY_UP |0.0| L
KEY_DOWN | 0.165962 | C
KEY_UP |0.0| C
KEY_DOWN | 0.104155 | O
KEY_UP |0.0| O
KEY_DOWN | 0.176685 | M
KEY_UP |0.0| M
KEY_DOWN | 0.454002 | E
KEY_UP |0.0| E
KEY_DOWN | 0.288087 | D4
KEY_DOWN | 0.397827 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|25|-
-|26|-
KEY_DOWN | 0.104168 | W
KEY_DOWN | 0.175002 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.223444 | L
KEY_UP |0.0| L
KEY_DOWN | 0.143096 | C
KEY_UP |0.0| C
KEY_DOWN | 0.111779 | O
KEY_UP |0.0| O
KEY_DOWN | 0.239382 | M
KEY_UP |0.0| M
KEY_DOWN | 0.390501 | E
KEY_UP |0.0| E
KEY_DOWN | 0.280601 | D4
KEY_DOWN | 0.301817 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|26|-
-|27|-
KEY_DOWN | 0.094509 | W
KEY_DOWN | 0.184539 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.205414 | L
KEY_UP |0.0| L
KEY_DOWN | 0.152579 | C
KEY_UP |0.0| C
KEY_DOWN | 0.118506 | O
KEY_UP |0.0| O
KEY_DOWN | 0.214669 | M
KEY_UP |0.0| M
KEY_DOWN | 0.425545 | E
KEY_UP |0.0| E
KEY_DOWN | 0.373714 | D4
KEY_DOWN | 0.287054 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|27|-
