Action|Time|Value
KEY_UP |0.0| D2
-|14|-
-|15|-
KEY_DOWN | 0.105868 | W
KEY_DOWN | 0.081025 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.396307 | L
KEY_UP |0.0| L
KEY_DOWN | 0.029234 | C
KEY_UP |0.0| C
KEY_DOWN | 0.162756 | O
KEY_UP |0.0| O
KEY_DOWN | 0.222612 | M
KEY_UP |0.0| M
KEY_DOWN | 0.379209 | E
KEY_UP |0.0| E
KEY_DOWN | 0.259135 | D4
KEY_DOWN | 0.865499 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|15|-
-|16|-
KEY_DOWN | 0.123268 | W
KEY_DOWN | 0.081441 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.227230 | L
KEY_UP |0.0| L
KEY_DOWN | 0.046997 | C
KEY_UP |0.0| C
KEY_DOWN | 0.151756 | O
KEY_UP |0.0| O
KEY_DOWN | 0.221877 | M
KEY_UP |0.0| M
KEY_DOWN | 0.369092 | E
KEY_UP |0.0| E
KEY_DOWN | 0.277977 | D4
KEY_DOWN | 1.274486 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|16|-
-|17|-
KEY_DOWN | 0.178307 | W
KEY_DOWN | 0.055931 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.182989 | L
KEY_UP |0.0| L
KEY_DOWN | 0.087636 | C
KEY_UP |0.0| C
KEY_DOWN | 0.140177 | O
KEY_UP |0.0| O
KEY_DOWN | 0.352894 | M
KEY_UP |0.0| M
KEY_DOWN | 0.312952 | E
KEY_UP |0.0| E
KEY_DOWN | 0.186286 | D4
KEY_DOWN | 0.563274 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|17|-
-|18|-
KEY_DOWN | 0.132697 | W
KEY_DOWN | 0.075584 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.226710 | L
KEY_UP |0.0| L
KEY_DOWN | 0.006825 | C
KEY_UP |0.0| C
KEY_DOWN | 0.145256 | O
KEY_UP |0.0| O
KEY_DOWN | 0.178681 | M
KEY_UP |0.0| M
KEY_DOWN | 1.093991 | E
KEY_UP |0.0| E
KEY_DOWN | 0.297935 | D4
KEY_DOWN | 0.342146 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|18|-
-|19|-
KEY_DOWN | 0.120521 | W
KEY_DOWN | 0.018436 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.193229 | L
KEY_UP |0.0| L
KEY_DOWN | 0.072684 | C
KEY_UP |0.0| C
KEY_DOWN | 0.181641 | O
KEY_UP |0.0| O
KEY_DOWN | 0.253896 | M
KEY_UP |0.0| M
KEY_DOWN | 0.397440 | E
KEY_UP |0.0| E
KEY_DOWN | 0.168211 | D4
KEY_DOWN | 0.451934 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|19|-
-|20|-
KEY_DOWN | 0.125628 | W
KEY_DOWN | 0.078118 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.278961 | L
KEY_UP |0.0| L
KEY_DOWN | 0.047852 | C
KEY_UP |0.0| C
KEY_DOWN | 0.170689 | O
KEY_UP |0.0| O
KEY_DOWN | 0.191872 | M
KEY_UP |0.0| M
KEY_DOWN | 0.301742 | E
KEY_UP |0.0| E
KEY_DOWN | 0.255005 | D4
KEY_DOWN | 0.327507 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|20|-
-|21|-
KEY_DOWN | 0.125622 | W
KEY_DOWN | 0.143778 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.236605 | L
KEY_UP |0.0| L
KEY_DOWN | 0.055231 | C
KEY_UP |0.0| C
KEY_DOWN | 0.140814 | O
KEY_UP |0.0| O
KEY_DOWN | 0.217684 | M
KEY_UP |0.0| M
KEY_DOWN | 0.346704 | E
KEY_UP |0.0| E
KEY_DOWN | 0.364865 | D4
KEY_DOWN | 0.627137 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|21|-
-|22|-
KEY_DOWN | 0.117320 | W
KEY_DOWN | 0.123629 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.231605 | L
KEY_UP |0.0| L
KEY_DOWN | 0.039892 | C
KEY_UP |0.0| C
KEY_DOWN | 0.274852 | O
KEY_UP |0.0| O
KEY_DOWN | 0.097417 | M
KEY_UP |0.0| M
KEY_DOWN | 0.795619 | E
KEY_UP |0.0| E
KEY_DOWN | 0.231259 | D4
KEY_DOWN | 0.226968 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|22|-
-|23|-
KEY_DOWN | 0.163484 | W
KEY_DOWN | 0.154626 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.161013 | L
KEY_UP |0.0| L
KEY_DOWN | 0.058406 | C
KEY_UP |0.0| C
KEY_DOWN | 0.136057 | O
KEY_UP |0.0| O
KEY_DOWN | 0.166111 | M
KEY_UP |0.0| M
KEY_DOWN | 0.775813 | E
KEY_UP |0.0| E
KEY_DOWN | 0.260010 | D4
KEY_DOWN | 0.149611 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|23|-
-|24|-
KEY_DOWN | 0.119684 | W
KEY_DOWN | 0.092782 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.152042 | L
KEY_UP |0.0| L
KEY_DOWN | 0.004844 | C
KEY_UP |0.0| C
KEY_DOWN | 0.128611 | O
KEY_UP |0.0| O
KEY_DOWN | 0.304148 | M
KEY_UP |0.0| M
KEY_DOWN | 0.436230 | E
KEY_UP |0.0| E
KEY_DOWN | 0.322038 | D4
KEY_DOWN | 0.748422 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|24|-
-|25|-
KEY_DOWN | 0.119148 | W
KEY_DOWN | 0.114365 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.444882 | L
KEY_UP |0.0| L
KEY_DOWN | 0.021213 | C
KEY_UP |0.0| C
KEY_DOWN | 0.167518 | O
KEY_UP |0.0| O
KEY_DOWN | 0.111319 | M
KEY_UP |0.0| M
KEY_DOWN | 0.698523 | E
KEY_UP |0.0| E
KEY_DOWN | 0.317427 | D4
KEY_DOWN | 0.137235 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|25|-
-|26|-
KEY_DOWN | 0.140739 | W
KEY_DOWN | 0.337273 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.284285 | L
KEY_UP |0.0| L
KEY_DOWN | 0.005226 | C
KEY_UP |0.0| C
KEY_DOWN | 0.212755 | O
KEY_UP |0.0| O
KEY_DOWN | 0.213405 | M
KEY_UP |0.0| M
KEY_DOWN | 0.277181 | E
KEY_UP |0.0| E
KEY_DOWN | 0.235437 | D4
KEY_DOWN | 0.393982 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|26|-
-|27|-
KEY_DOWN | 0.138267 | W
KEY_DOWN | 0.087538 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.211723 | L
KEY_UP |0.0| L
KEY_DOWN | 0.072253 | C
KEY_UP |0.0| C
KEY_DOWN | 0.158626 | O
KEY_UP |0.0| O
KEY_DOWN | 0.373694 | M
KEY_UP |0.0| M
KEY_DOWN | 1.199067 | E
KEY_UP |0.0| E
KEY_DOWN | 0.291799 | D4
KEY_DOWN | 0.433540 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|27|-
